EZABPQM;Tranche_Debut;Tranche_Fin;Mnémo;Territoire;Date_Attribution
017238;0172380000;0172389999;SFR0;Métropole;08/12/2011
017239;0172390000;0172399999;FRSP;Métropole;27/01/2025
017240;0172400000;0172409999;SFR0;Métropole;08/12/2011
017242;0172420000;0172429999;SFR0;Métropole;08/12/2011
017244;0172440000;0172449999;SFR0;Métropole;08/12/2011
017246;0172460000;0172469999;SFR0;Métropole;08/12/2011
017248;0172480000;0172489999;SFR0;Métropole;08/12/2011
017249;0172490000;0172499999;SFR0;Métropole;08/12/2011
017250;0172500000;0172509999;SFR0;Métropole;08/12/2011
017251;0172510000;0172519999;SFR0;Métropole;08/12/2011
017252;0172520000;0172529999;SFR0;Métropole;08/12/2011
017253;0172530000;0172539999;SFR0;Métropole;08/12/2011
017254;0172540000;0172549999;SFR0;Métropole;08/12/2011
017255;0172550000;0172559999;SFR0;Métropole;08/12/2011
017256;0172560000;0172569999;SFR0;Métropole;08/12/2011
017258;0172580000;0172589999;SFR0;Métropole;08/12/2011
017259;0172590000;0172599999;SFR0;Métropole;08/12/2011
017260;0172600000;0172609999;SFR0;Métropole;08/12/2011
017261;0172610000;0172619999;SFR0;Métropole;08/12/2011
017262;0172620000;0172629999;SFR0;Métropole;08/12/2011
017263;0172630000;0172639999;SFR0;Métropole;08/12/2011
017266;0172660000;0172669999;SFR0;Métropole;08/12/2011
017267;0172670000;0172679999;SFR0;Métropole;08/12/2011
0172680;0172680000;0172680999;COMP;Métropole;28/09/2004
0172681;0172681000;0172681999;COMP;Métropole;28/09/2004
0172682;0172682000;0172682999;RNKL;Métropole;13/02/2025
0172683;0172683000;0172683999;COMP;Métropole;28/09/2004
0172684;0172684000;0172684999;COMP;Métropole;28/09/2004
0172685;0172685000;0172685999;BKLN;Métropole;14/03/2025
0172686;0172686000;0172686999;COMP;Métropole;28/09/2004
017269;0172690000;0172699999;COMP;Métropole;28/09/2004
017270;0172700000;0172709999;COMP;Métropole;03/05/2000
017271;0172710000;0172719999;COMP;Métropole;26/05/1999
017272;0172720000;0172729999;MCI;Métropole;01/01/2018
017273;0172730000;0172739999;COMP;Métropole;26/05/1999
017274;0172740000;0172749999;COMP;Métropole;30/11/1999
017275;0172750000;0172759999;COMP;Métropole;30/11/1999
017276;0172760000;0172769999;COMP;Métropole;30/11/1999
017277;0172770000;0172779999;COMP;Métropole;03/05/2000
017278;0172780000;0172789999;SFR0;Métropole;08/12/2011
017279;0172790000;0172799999;SFR0;Métropole;08/12/2011
017280;0172800000;0172809999;MCI;Métropole;01/01/2018
017281;0172810000;0172819999;COMP;Métropole;10/06/2003
017282;0172820000;0172829999;COMP;Métropole;10/06/2003
017283;0172830000;0172839999;SFR0;Métropole;08/12/2011
017284;0172840000;0172849999;SFR0;Métropole;08/12/2011
017285;0172850000;0172859999;SFR0;Métropole;08/12/2011
017286;0172860000;0172869999;SFR0;Métropole;08/12/2011
017287;0172870000;0172879999;SFR0;Métropole;08/12/2011
017288;0172880000;0172889999;SFR0;Métropole;08/12/2011
0172890;0172890000;0172890999;COMP;Métropole;02/04/2002
0172891;0172891000;0172891999;COMP;Métropole;02/04/2002
0172892;0172892000;0172892999;FRSP;Métropole;16/09/2024
0172893;0172893000;0172893999;FRSP;Métropole;16/09/2024
0172894;0172894000;0172894999;FRSP;Métropole;16/09/2024
0172895;0172895000;0172895999;FRSP;Métropole;16/09/2024
0172896;0172896000;0172896999;COMP;Métropole;02/04/2002
0172897;0172897000;0172897999;COMP;Métropole;02/04/2002
0172898;0172898000;0172898999;FNTX;Métropole;09/01/2025
0172899;0172899000;0172899999;COMP;Métropole;13/11/2024
017290;0172900000;0172909999;FREE;Métropole;08/01/2009
017291;0172910000;0172919999;FREE;Métropole;08/01/2009
017292;0172920000;0172929999;COMP;Métropole;26/05/1999
017293;0172930000;0172939999;COMP;Métropole;30/11/1999
017294;0172940000;0172949999;COMP;Métropole;30/11/1999
017295;0172950000;0172959999;SFR0;Métropole;08/12/2011
017296;0172960000;0172969999;PAOP;Métropole;14/04/2011
017297;0172970000;0172979999;PAOP;Métropole;14/04/2011
0172980;0172980000;0172980999;COMP;Métropole;28/09/2004
0172981;0172981000;0172981999;COMP;Métropole;28/09/2004
0172982;0172982000;0172982999;COMP;Métropole;28/09/2004
0172983;0172983000;0172983999;COMP;Métropole;28/09/2004
0172984;0172984000;0172984999;COMP;Métropole;28/09/2004
0172985;0172985000;0172985999;COMP;Métropole;28/09/2004
0172989;0172989000;0172989999;COMP;Métropole;28/09/2004
017299;0172990000;0172999999;SFR0;Métropole;08/12/2011
01730;0173000000;0173099999;COLT;Métropole;01/01/2018
01731;0173100000;0173199999;COLT;Métropole;01/01/2018
01732;0173200000;0173299999;COLT;Métropole;01/01/2018
017330;0173300000;0173309999;COLT;Métropole;01/01/2018
017331;0173310000;0173319999;COLT;Métropole;01/01/2018
017332;0173320000;0173329999;COLT;Métropole;01/01/2018
017333;0173330000;0173339999;BOUY;Métropole;05/11/1999
017334;0173340000;0173349999;BOUY;Métropole;05/11/1999
017335;0173350000;0173359999;BOUY;Métropole;05/11/1999
017336;0173360000;0173369999;BOUY;Métropole;05/11/1999
017337;0173370000;0173379999;COLT;Métropole;01/01/2018
017338;0173380000;0173389999;COLT;Métropole;01/01/2018
017339;0173390000;0173399999;COLT;Métropole;01/01/2018
017340;0173400000;0173409999;COLT;Métropole;01/01/2018
017341;0173410000;0173419999;COLT;Métropole;01/01/2018
017342;0173420000;0173429999;COLT;Métropole;01/01/2018
017343;0173430000;0173439999;COLT;Métropole;01/01/2018
017344;0173440000;0173449999;COLT;Métropole;01/01/2018
017345;0173450000;0173459999;COLT;Métropole;01/01/2018
017346;0173460000;0173469999;COLT;Métropole;01/01/2018
017347;0173470000;0173479999;UPCF;Métropole;01/05/2014
017348;0173480000;0173489999;UPCF;Métropole;01/05/2014
017349;0173490000;0173499999;UPCF;Métropole;01/05/2014
017350;0173500000;0173509999;FREE;Métropole;16/02/2000
017351;0173510000;0173519999;UPCF;Métropole;01/05/2014
017352;0173520000;0173529999;UPCF;Métropole;01/05/2014
017353;0173530000;0173539999;UPCF;Métropole;01/05/2014
017354;0173540000;0173549999;PAOP;Métropole;14/04/2011
017355;0173550000;0173559999;UPCF;Métropole;01/05/2014
017356;0173560000;0173569999;UPCF;Métropole;01/05/2014
017357;0173570000;0173579999;UPCF;Métropole;01/05/2014
017358;0173580000;0173589999;UPCF;Métropole;01/05/2014
017359;0173590000;0173599999;UPCF;Métropole;01/05/2014
017360;0173600000;0173609999;SFR0;Métropole;08/12/2011
017361;0173610000;0173619999;MCI;Métropole;01/01/2018
017362;0173620000;0173629999;MCI;Métropole;01/01/2018
017363;0173630000;0173639999;UPCF;Métropole;01/05/2014
017364;0173640000;0173649999;UPCF;Métropole;01/05/2014
017365;0173650000;0173659999;UPCF;Métropole;01/05/2014
017366;0173660000;0173669999;PAOP;Métropole;14/04/2011
017367;0173670000;0173679999;BOUY;Métropole;20/09/2000
017368;0173680000;0173689999;BOUY;Métropole;20/09/2000
017369;0173690000;0173699999;BOUY;Métropole;20/09/2000
01737;0173700000;0173799999;SFR0;Métropole;08/12/2011
01738;0173800000;0173899999;BOUY;Métropole;20/09/2000
017390;0173900000;0173909999;BOUY;Métropole;20/09/2000
017391;0173910000;0173919999;BOUY;Métropole;20/09/2000
017392;0173920000;0173929999;FREE;Métropole;16/02/2000
017393;0173930000;0173939999;BOUY;Métropole;20/09/2000
017394;0173940000;0173949999;BOUY;Métropole;20/09/2000
017395;0173950000;0173959999;BOUY;Métropole;20/09/2000
017396;0173960000;0173969999;BOUY;Métropole;20/09/2000
017397;0173970000;0173979999;BOUY;Métropole;20/09/2000
017398;0173980000;0173989999;BOUY;Métropole;20/09/2000
017399;0173990000;0173999999;BOUY;Métropole;20/09/2000
017400;0174000000;0174009999;PAOP;Métropole;14/04/2011
017401;0174010000;0174019999;COMP;Métropole;20/12/2011
017402;0174020000;0174029999;COMP;Métropole;20/12/2011
017403;0174030000;0174039999;COMP;Métropole;20/12/2011
017404;0174040000;0174049999;COMP;Métropole;20/12/2011
017405;0174050000;0174059999;COMP;Métropole;20/12/2011
017406;0174060000;0174069999;COMP;Métropole;20/12/2011
017407;0174070000;0174079999;COMP;Métropole;20/12/2011
017408;0174080000;0174089999;COMP;Métropole;20/12/2011
017409;0174090000;0174099999;UPCF;Métropole;01/05/2014
017410;0174100000;0174109999;UPCF;Métropole;01/05/2014
017411;0174110000;0174119999;UPCF;Métropole;01/05/2014
017412;0174120000;0174129999;UPCF;Métropole;01/05/2014
017413;0174130000;0174139999;UPCF;Métropole;01/05/2014
017414;0174140000;0174149999;FREE;Métropole;08/01/2009
017415;0174150000;0174159999;FREE;Métropole;08/01/2009
017416;0174160000;0174169999;FREE;Métropole;08/01/2009
017417;0174170000;0174179999;UPCF;Métropole;01/05/2014
017418;0174180000;0174189999;COLT;Métropole;01/01/2018
017419;0174190000;0174199999;FREE;Métropole;08/01/2009
017420;0174200000;0174209999;MCI;Métropole;01/01/2018
017421;0174210000;0174219999;FREE;Métropole;08/01/2009
017422;0174220000;0174229999;HUBT;Métropole;02/05/2024
017423;0174230000;0174239999;FREE;Métropole;08/01/2009
017424;0174240000;0174249999;FREE;Métropole;08/01/2009
017425;0174250000;0174259999;HUBT;Métropole;11/03/2003
017426;0174260000;0174269999;FREE;Métropole;08/01/2009
017427;0174270000;0174279999;FREE;Métropole;08/01/2009
017428;0174280000;0174289999;FREE;Métropole;08/01/2009
017429;0174290000;0174299999;HUBT;Métropole;11/03/2003
017430;0174300000;0174309999;UPCF;Métropole;01/05/2014
017431;0174310000;0174319999;COLT;Métropole;01/01/2018
017432;0174320000;0174329999;FREE;Métropole;08/01/2009
017433;0174330000;0174339999;FREE;Métropole;08/01/2009
017434;0174340000;0174349999;SFR0;Métropole;08/12/2011
017435;0174350000;0174359999;FREE;Métropole;08/01/2009
017436;0174360000;0174369999;FREE;Métropole;08/01/2009
017437;0174370000;0174379999;HUBT;Métropole;20/09/2023
017438;0174380000;0174389999;FREE;Métropole;08/01/2009
017439;0174390000;0174399999;FREE;Métropole;08/01/2009
01744;0174400000;0174499999;BOUY;Métropole;20/09/2000
017450;0174500000;0174509999;UPCF;Métropole;01/05/2014
017451;0174510000;0174519999;UPCF;Métropole;01/05/2014
017452;0174520000;0174529999;UPCF;Métropole;01/05/2014
017453;0174530000;0174539999;UPCF;Métropole;01/05/2014
017454;0174540000;0174549999;SFR0;Métropole;08/12/2011
017455;0174550000;0174559999;UPCF;Métropole;01/05/2014
017456;0174560000;0174569999;SFR0;Métropole;08/12/2011
017457;0174570000;0174579999;SFR0;Métropole;08/12/2011
017458;0174580000;0174589999;SFR0;Métropole;08/12/2011
017459;0174590000;0174599999;SFR0;Métropole;08/12/2011
017460;0174600000;0174609999;SFR0;Métropole;08/12/2011
017461;0174610000;0174619999;UPCF;Métropole;01/05/2014
017462;0174620000;0174629999;UPCF;Métropole;01/05/2014
017463;0174630000;0174639999;UPCF;Métropole;01/05/2014
017464;0174640000;0174649999;SFR0;Métropole;08/12/2011
017465;0174650000;0174659999;UPCF;Métropole;01/05/2014
017466;0174660000;0174669999;UPCF;Métropole;01/05/2014
017467;0174670000;0174679999;UPCF;Métropole;01/05/2014
017468;0174680000;0174689999;FREE;Métropole;08/01/2009
017469;0174690000;0174699999;FREE;Métropole;08/01/2009
017470;0174700000;0174709999;COMP;Métropole;20/12/2011
017471;0174710000;0174719999;COMP;Métropole;20/12/2011
017472;0174720000;0174729999;COMP;Métropole;20/12/2011
017473;0174730000;0174739999;COMP;Métropole;20/12/2011
017474;0174740000;0174749999;BOUY;Métropole;20/09/2000
017475;0174750000;0174759999;BOUY;Métropole;20/09/2000
017476;0174760000;0174769999;FREE;Métropole;08/01/2009
017477;0174770000;0174779999;FREE;Métropole;08/01/2009
017478;0174780000;0174789999;FREE;Métropole;08/01/2009
017479;0174790000;0174799999;FREE;Métropole;08/01/2009
017480;0174800000;0174809999;SFR0;Métropole;08/12/2011
017481;0174810000;0174819999;SFR0;Métropole;08/12/2011
017482;0174820000;0174829999;SFR0;Métropole;08/12/2011
017483;0174830000;0174839999;FREE;Métropole;08/01/2009
017484;0174840000;0174849999;FREE;Métropole;08/01/2009
017485;0174850000;0174859999;COMP;Métropole;10/06/2003
017486;0174860000;0174869999;COMP;Métropole;10/06/2003
0174870;0174870000;0174870999;COMP;Métropole;30/06/2023
0174875;0174875000;0174875999;COMP;Métropole;30/06/2023
0174876;0174876000;0174876999;ATST;Métropole;19/01/2026
0174877;0174877000;0174877999;COMP;Métropole;30/06/2023
0174878;0174878000;0174878999;COMP;Métropole;30/06/2023
0174879;0174879000;0174879999;MEFR;Métropole;03/02/2026
017488;0174880000;0174889999;COMP;Métropole;10/06/2003
017489;0174890000;0174899999;FREE;Métropole;08/01/2009
017490;0174900000;0174909999;GRPH;Métropole;20/06/2019
017491;0174910000;0174919999;FREE;Métropole;08/01/2009
017492;0174920000;0174929999;SFR0;Métropole;08/12/2011
017493;0174930000;0174939999;SFR0;Métropole;08/12/2011
017494;0174940000;0174949999;FREE;Métropole;08/01/2009
017495;0174950000;0174959999;TRAT;Métropole;09/11/2006
017496;0174960000;0174969999;COMP;Métropole;21/11/2006
017497;0174970000;0174979999;FREE;Métropole;08/01/2009
017498;0174980000;0174989999;FREE;Métropole;08/01/2009
017499;0174990000;0174999999;FREE;Métropole;08/01/2009
01750;0175000000;0175099999;COMP;Métropole;20/12/2011
017510;0175100000;0175109999;COMP;Métropole;20/12/2011
017511;0175110000;0175119999;COMP;Métropole;20/12/2011
017512;0175120000;0175129999;COMP;Métropole;20/12/2011
017513;0175130000;0175139999;SFR0;Métropole;08/12/2011
017514;0175140000;0175149999;SFR0;Métropole;08/12/2011
017515;0175150000;0175159999;SFR0;Métropole;08/12/2011
017516;0175160000;0175169999;SFR0;Métropole;08/12/2011
017517;0175170000;0175179999;SFR0;Métropole;08/12/2011
017518;0175180000;0175189999;SFR0;Métropole;08/12/2011
017519;0175190000;0175199999;SFR0;Métropole;08/12/2011
01752;0175200000;0175299999;SFR0;Métropole;08/12/2011
01753;0175300000;0175399999;SFR0;Métropole;08/12/2011
017540;0175400000;0175409999;SFR0;Métropole;08/12/2011
017541;0175410000;0175419999;SFR0;Métropole;08/12/2011
017542;0175420000;0175429999;SFR0;Métropole;08/12/2011
017543;0175430000;0175439999;PHON;Métropole;15/03/2005
017544;0175440000;0175449999;COMP;Métropole;20/12/2011
017545;0175450000;0175459999;SFR0;Métropole;08/12/2011
017546;0175460000;0175469999;SFR0;Métropole;08/12/2011
017547;0175470000;0175479999;SFR0;Métropole;08/12/2011
017548;0175480000;0175489999;SFR0;Métropole;08/12/2011
017549;0175490000;0175499999;SFR0;Métropole;08/12/2011
017550;0175500000;0175509999;UPCF;Métropole;01/05/2014
017551;0175510000;0175519999;UPCF;Métropole;01/05/2014
017552;0175520000;0175529999;COMP;Métropole;11/01/2005
017553;0175530000;0175539999;UPCF;Métropole;01/05/2014
017554;0175540000;0175549999;UPCF;Métropole;01/05/2014
017555;0175550000;0175559999;SFR0;Métropole;08/12/2011
017556;0175560000;0175569999;UPCF;Métropole;01/05/2014
017557;0175570000;0175579999;SFR0;Métropole;08/12/2011
017558;0175580000;0175589999;UPCF;Métropole;01/05/2014
017559;0175590000;0175599999;SFR0;Métropole;08/12/2011
017560;0175600000;0175609999;COMP;Métropole;17/01/2012
017561;0175610000;0175619999;COMP;Métropole;17/01/2012
017562;0175620000;0175629999;COMP;Métropole;17/01/2012
017563;0175630000;0175639999;COMP;Métropole;17/01/2012
017564;0175640000;0175649999;COMP;Métropole;17/01/2012
017565;0175650000;0175659999;COMP;Métropole;17/01/2012
017566;0175660000;0175669999;SFR0;Métropole;08/12/2011
017567;0175670000;0175679999;COMP;Métropole;17/01/2012
017568;0175680000;0175689999;COMP;Métropole;17/01/2012
017569;0175690000;0175699999;COMP;Métropole;17/01/2012
017570;0175700000;0175709999;COMP;Métropole;17/01/2012
017571;0175710000;0175719999;COMP;Métropole;17/01/2012
017572;0175720000;0175729999;COMP;Métropole;17/01/2012
017573;0175730000;0175739999;SFR0;Métropole;08/12/2011
017574;0175740000;0175749999;SFR0;Métropole;08/12/2011
017575;0175750000;0175759999;WENG;Métropole;11/01/2005
017576;0175760000;0175769999;COMP;Métropole;16/11/2006
017577;0175770000;0175779999;COMP;Métropole;17/01/2012
017578;0175780000;0175789999;SFR0;Métropole;08/12/2011
017579;0175790000;0175799999;SFR0;Métropole;08/12/2011
017580;0175800000;0175809999;MCI;Métropole;01/01/2018
017581;0175810000;0175819999;SFR0;Métropole;08/12/2011
017582;0175820000;0175829999;COMP;Métropole;11/01/2005
017583;0175830000;0175839999;SFR0;Métropole;08/12/2011
017584;0175840000;0175849999;SFR0;Métropole;08/12/2011
017585;0175850000;0175859999;LEGO;Métropole;01/02/2005
017586;0175860000;0175869999;SFR0;Métropole;08/12/2011
017587;0175870000;0175879999;SFR0;Métropole;08/12/2011
017588;0175880000;0175889999;SFR0;Métropole;08/12/2011
017589;0175890000;0175899999;SFR0;Métropole;08/12/2011
017590;0175900000;0175909999;SFR0;Métropole;08/12/2011
017591;0175910000;0175919999;SFR0;Métropole;08/12/2011
017592;0175920000;0175929999;SFR0;Métropole;08/12/2011
017593;0175930000;0175939999;SFR0;Métropole;08/12/2011
017594;0175940000;0175949999;SFR0;Métropole;08/12/2011
0175950;0175950000;0175950999;LEGO;Métropole;01/02/2005
0175951;0175951000;0175951999;LEGO;Métropole;01/02/2005
0175952;0175952000;0175952999;LEGO;Métropole;01/02/2005
0175953;0175953000;0175953999;LEGO;Métropole;01/02/2005
0175954;0175954000;0175954999;TWIL;Métropole;29/07/2025
0175955;0175955000;0175955999;MYCC;Métropole;03/06/2025
0175956;0175956000;0175956999;LRTL;Métropole;22/07/2025
0175957;0175957000;0175957999;LEGO;Métropole;01/02/2005
0175958;0175958000;0175958999;IPEV;Métropole;23/09/2025
0175959;0175959000;0175959999;RCFR;Métropole;23/09/2025
017596;0175960000;0175969999;SFR0;Métropole;08/12/2011
017597;0175970000;0175979999;SFR0;Métropole;08/12/2011
017598;0175980000;0175989999;SFR0;Métropole;08/12/2011
017599;0175990000;0175999999;SFR0;Métropole;08/12/2011
017600;0176000000;0176009999;COMP;Métropole;20/12/2011
017601;0176010000;0176019999;FREE;Métropole;08/01/2009
017602;0176020000;0176029999;FREE;Métropole;08/01/2009
017603;0176030000;0176039999;FREE;Métropole;08/01/2009
017604;0176040000;0176049999;FREE;Métropole;08/01/2009
017605;0176050000;0176059999;FREE;Métropole;08/01/2009
017606;0176060000;0176069999;FREE;Métropole;08/01/2009
017607;0176070000;0176079999;FREE;Métropole;08/01/2009
017608;0176080000;0176089999;FREE;Métropole;08/01/2009
017609;0176090000;0176099999;FREE;Métropole;08/01/2009
01761;0176100000;0176199999;FREE;Métropole;08/01/2009
017620;0176200000;0176209999;JAG;Métropole;09/09/2014
017621;0176210000;0176219999;SEWA;Métropole;03/09/2009
017622;0176220000;0176229999;JAG;Métropole;09/09/2014
017623;0176230000;0176239999;DGLP;Métropole;01/10/2020
017624;0176240000;0176249999;AXLY;Métropole;08/04/2010
017625;0176250000;0176259999;AICT;Métropole;02/04/2013
017626;0176260000;0176269999;DGLP;Métropole;01/10/2020
017627;0176270000;0176279999;LEGO;Métropole;10/06/2010
0176280;0176280000;0176280999;LEGO;Métropole;10/06/2010
0176281;0176281000;0176281999;LEGO;Métropole;10/06/2010
0176282;0176282000;0176282999;LEGO;Métropole;10/06/2010
0176283;0176283000;0176283999;LEGO;Métropole;10/06/2010
0176284;0176284000;0176284999;LEGO;Métropole;10/06/2010
0176285;0176285000;0176285999;LEGO;Métropole;10/06/2010
017629;0176290000;0176299999;SFR0;Métropole;08/12/2011
017630;0176300000;0176309999;JAG;Métropole;09/09/2014
017631;0176310000;0176319999;VOXB;Métropole;01/07/2010
017632;0176320000;0176329999;COLT;Métropole;01/01/2018
017633;0176330000;0176339999;COLT;Métropole;01/01/2018
017634;0176340000;0176349999;VOXB;Métropole;01/07/2010
